StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,PROLIFIC_PID,Group
2/12/2025 23:09,2/12/2025 23:17,IP Address,198.58.248.18,100,480,True,2/12/2025 23:17,R_69xwUtR8SWOH2XT,,,,,45.477,-75.5036,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,Probably yes,"I don't know what a ArUco is, that needs to be explained. I don't know what ""occupancy and piece classification"" really details. The robot itself looks very good and advanced ","A hyperactive kid might zone out when it hears ""ArUco"" or  ""occupancy and piece classification,"" so for students, the robot has to have more of a teacher and conversational voice. Also the voice was picked to sound ""sci-fi"" when it should be picked to sound like a human","Absolutely, especially with AI super intelligence, that could learn from the observers and make a tailor-made explanation that strives for maximize effectiveness in explaining the topic.",Neutral,,,,,,,,,,,26,Male,Some University but no degree,Very,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,5a297877edcbca00015f351f,1
2/12/2025 23:05,2/12/2025 23:17,IP Address,159.2.76.67,100,746,True,2/12/2025 23:17,R_32MZ0vNUSs3kLpT,,,,,46.097,-64.7049,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Probably yes,"The voice is not realistic, but it's fairly close. It seems to perform well, to understand a complex scenario and to try to entertain a viewer.",I don't have any opinions on the robot's performance.,"No, it's not nearly as accessible, mass produce-able, or even entertaining. Screen based devices can be made for incredibly cheap and last a long time, a complex robot such as this would cost several hundreds of dollars to produce, even more to buy, and does not have an extensive track record of good functioning. Also, social media's ability to captivate attention can't be understated. People who's attentions are easily swayed will always go to effortless sources of entertainment like Tiktok, and people who try to consume mindfully will usually go less technological forms of entertainment, so outside of a niche audience of mostly rich tech enthusiasts, I don't see anyone being excited about this for entertainment.",Probably not,18,Other,Secondary,Moderately,Slightly,No,Moderately,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,669477e9453fd65ed78420eb,3
2/12/2025 23:10,2/12/2025 23:17,IP Address,132.170.55.255,100,409,True,2/12/2025 23:17,R_6djeWIbJgOoRpgR,,,,,28.5657,-81.2588,anonymous,EN,0.800000011920929,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,Definitely yes,"The technical quality of the robot appears impressive, particularly in its ability to recognize chess pieces and articulate its thought process using AI. The integration of computer vision and ChatGPT-like explanations makes it both functional and interactive. A potential downside could be the speed or accuracy of piece recognition—if there are delays or errors, that might hinder its usability. Additionally, the clarity of speech and naturalness of its responses could be areas for improvement.",Faster processing to ensure smoother and more responsive game-play. Improved speech synthesis to make its explanations sound more natural and engaging.,"It’s possible that robots like this could become more common as educational tools, but they are unlikely to fully replace screen-based computers. While robots can provide hands-on, interactive learning, computers offer greater flexibility for in-depth research, simulations, and large-scale accessibility. However, robots could complement traditional learning by providing a more immersive, real-world application of AI and computer vision concepts.",Definitely yes,,,,,,,,,,,24,Male,Some University but no degree,Very,Moderately,Yes,Very,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,,659616d78c849893b09541ec,1
2/12/2025 23:12,2/12/2025 23:18,IP Address,69.141.100.143,100,330,True,2/12/2025 23:18,R_5Xp1F4UcYa27Mrw,,,,,40.3209,-74.4208,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Probably yes,The robot looks a bit primitive,Make it more humanistic in appearance ,maybe but it will depend on the end-user preferences,Neutral,67,Male,University - Bachelors Degree,Moderately,Very,Yes,Very,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,,67856869100b0308d5a38851,3
2/12/2025 23:01,2/12/2025 23:18,IP Address,99.229.107.43,100,1040,True,2/12/2025 23:18,R_5ta1hFyhfc6yK8o,,,,,43.9379,-79.4381,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,Probably yes,positive: combined mechanical control with advanced AI and now physically interacting with a chessboard. negative: system might struggle under varying lighting conditions or with different board designs,"voiced feedback to explain moves, strategies, or errors",possible that robots can play a bigger role but high infrastructure and maintenance costs will likely limit widespread adoption,Probably yes,,,,,,,,,,,37,Female,University - Bachelors Degree,Slightly,Extremely,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,663a32f215dca829bc67bca9,1
2/12/2025 22:47,2/12/2025 23:18,IP Address,70.31.54.10,100,1841,True,2/12/2025 23:18,R_6WCoan6unMP4g02,,,,,43.8864,-78.9741,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,Probably yes,"Personally I did not know what an aruco code was, but given the context of the video I was able to infer the purpose of an aruco code.  I think it was clear how the robot is able use the chess board, but it was not clear to me how the robot is able to identify each chess piece on the board.","Does the robot have any logic to detect if the opponent has made any illegal moves (that is, they are cheating).","I assume this question is with respect to explaining computer vision to students who want to know how it works in detail.  In my experience having a real, hands-on example of something to study is infinitely better than having a computer simulated version of it (I assume that is what ""screen-based computers refers to).  It is way more fun/exciting to be able to peek and poke at something in real life.  Having said that, In 10 year I suspect (fear?) that AI will be creating the bulk of the software in the world, including the software use in robots.  As a result I do not think that in 10 years there will be a need for a class on computer vision to educate students.",Neutral,,,,,,,,,,,57,Male,University - Bachelors Degree,Very,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,I prefer not to respond,Machines surpass humans,Machines surpass humans,Machines surpass humans,,66c6683f6336ebf638da4db4,1
2/12/2025 23:13,2/12/2025 23:18,IP Address,101.115.236.85,100,319,True,2/12/2025 23:18,R_4WT3ZV67AQDj1j8,,,,,-34.863,138.5868,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Probably not,"The explanation of what the robot is doing is confusing, but the robot seems to be high quality.",It should use plain language to explain what it is doing.,"Yes, they would be valuable in showing real-world applications of technologies.",Probably yes,,,,,,,,,,,42,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Slightly,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,6608a996490b655a26134b44,1
2/12/2025 22:59,2/12/2025 23:18,IP Address,103.7.204.217,100,1161,True,2/12/2025 23:18,R_2fCpd8YBVk6Pdlb,,,,,51.5042,-0.2199,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,Probably yes,THE CLARITY OF THE VOICE IS QUITE GOOD BUT THE BULKINESS IS SOMETHING TO THINK ABOUT,IF IT CAN BE MINIATURIZE TO OCCUPY LESS SPACE THAT WOULG BE GOOD,I DO NOT THINK THAT ROBOTS WOULD TAKE OVER COMPLETELY FROM EXISTING SCREEN COMPUTERS COS OF ETHICAL REASONS AND EMOTIONAL ATTACHMENTS  THAT PEOPLE HAVE CULTIVATED OVER THE YEARS. ,Definitely not,,,,,,,,,,,34,Female,University - Bachelors Degree,Moderately,Not at all,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,GOOD SURVEY GIVEN INSIGHT INTO AI,5bcdaa50bdb0060001d4a4a8,1
2/12/2025 23:13,2/12/2025 23:18,IP Address,70.77.21.236,100,323,True,2/12/2025 23:18,R_3Ih0FguXopmtxPi,,,,,50.9129,-114.1028,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,Definitely yes,"I appreciate the level of detail the robot took to explain its reasoning. It's more believable that it knows what it's doing when it explains exactly how it can ""see"" the board.",None come to mind based on a 28 second video. There is likely more the robot can do that I just haven't seen yet.,"Sure, providing budgets are able accommodate it. A computer screen may not be able to speak, but it is cheaper, and I know that in most learning environments, budgets can be tight. The functionality of the robot would have to justify its likely much greater price point.",Definitely yes,,,,,,,,,,,32,Male,Some Secondary,Extremely,Very,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,"Nothing comes to mind, this was interesting",66b7f7c21de82a46557aede8,1
2/12/2025 22:58,2/12/2025 23:19,IP Address,136.52.40.60,100,1245,True,2/12/2025 23:19,R_3Ecp7veyfMzC2tb,,,,,33.7389,-117.748,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,Definitely yes,The way it analyzes systematically the chess board is very methodic. The positive side is that there is a step-by-step explanation of how the data is recorded and the voice is clear and precise without any extra unnecessary comments. The negative aspects could be that the robot could not be able to properly answer any questions that arise if the question itself is not properly formulated.,"I see that the robot is moving around doing its thing, but it would be interesting that a beam or a light could point out what it's referring to while giving the explanation. For example, I didn't know what an ArUco marker was until I saw and deduced while watching the video.","Most definitely, being able to watch in a three dimensionally is really helpful in memory and understanding a lot of things and could be adjusted to different versions of levels according to who this demo is being showed. At the same time, all in this life is not about technology and sometimes we need to exercise this ""muscle"" of our imagination and be able to grasp abstract things that makes us humans.  ",Probably yes,,,,,,,,,,,47,Female,University - Bachelors Degree,Moderately,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,65e8ff784cc1b2fc71bc5368,1
2/12/2025 23:14,2/12/2025 23:19,IP Address,71.193.246.7,100,305,True,2/12/2025 23:19,R_6JOQ1GUqogFjWWu,,,,,44.6554,-123.135,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,Definitely yes,"The robot looks well built, with good mobility and smooth movement in the arm that extends over the chess board.","No, I don't know enough about robots to recommend an improvement.","I think there will be ways that robots can be used in preference to screens within the next 10 years, but I think that the mobility and personalization of a personal screen will be hard to replace.  There might be replacement in certain environments to assist in learning.",Neutral,,,,,,,,,,,40,Female,University - Bachelors Degree,Moderately,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,5db61bd406bed2000e70c555,1
2/12/2025 22:54,2/12/2025 23:19,IP Address,86.166.203.59,100,1465,True,2/12/2025 23:19,R_2FkMa3exvAElUQb,,,,,50.2243,-5.2586,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Definitely yes,It looks very capable but seems a little overkill as there are much simpler systems that move pieces using mechanics inder the board.,No. The robot seems perfectly capable but i a bit extravegent just for teaching a game.,"Again, I think the expense is far to high for a simple game procedure.",Definitely yes,,,,,,64,Male,University - Bachelors Degree,Extremely,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,60e5ef6fce52643ea8c24f9e,2
2/12/2025 23:14,2/12/2025 23:19,IP Address,47.149.80.175,100,284,True,2/12/2025 23:19,R_1XaJ1PGDumAomuR,,,,,33.4948,-117.0954,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,Neutral,it was loud and slow,it could definitely be less loud. it also did not talk in terms most people would understand  ,no. robots cannot explain in the way a human can because robots learn differently ,Definitely not,,,,,,,,,,,26,Female,University - Bachelors Degree,Moderately,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,,611be78d32ef41e54356a695,1
2/12/2025 23:05,2/12/2025 23:19,IP Address,31.94.32.30,100,853,True,2/12/2025 23:19,R_2Ojyo5KqGVpZdjA,,,,,51.487,0.1812,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,,,,,,Probably yes,It moves so smoothly  It’s a bit bulky in size,Make it slimmer more appealing to look at. Show stopping AI,Yes because they are intriguing and intelligent or have a multitude of knowledge ,Probably not,38,Female,University - Bachelors Degree,Very,Not at all,No,Not at all,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,67606f23be554633f8328b3c,3
2/12/2025 22:54,2/12/2025 23:19,IP Address,192.226.150.131,100,1488,True,2/12/2025 23:19,R_6b2k5HhcR48TQbp,,,,,45.5212,-73.5524,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,,,,,,Probably yes,"the robot seems to move flawlessly, not knocking any chess piece and being pretty precise on where to move each chess piece. it is very impressive. ",no. i am not in robotic. but if the robot had an expressive face. interacting with him would be even more entertaining,i don't think a robot can replace a television. watching shows and interacting with an ai is two different kind of entertainment. the only way that this robot can replace a television is if he would have an integrated screen playing our favorite shows,Neutral,50,Female,University - Bachelors Degree,Moderately,Extremely,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,i have no suggestion or comment,660efcf5c6e6410759dc2720,3
2/12/2025 23:05,2/12/2025 23:19,IP Address,70.18.54.217,100,853,True,2/12/2025 23:19,R_3gOzOP5bnY54pyv,,,,,40.5948,-73.9715,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,Probably not,"In terms of being a chess-playing robot, it seems to be fine, although I'd worry about getting smacked on the head if I were playing against it. The voice explanation seems to be a different program, and I suppose it's fine, too, although I'm not sure why an LLM-generated explanation in first person is better than a human-written explanation in third person.","I do not. The survey is requiring me to write at least twenty characters before I submit, though, so I'll say that it doesn't look very portable. I realize the arm is huge and heavy, but a chess-playing robot that can be moved around easily (and put away easily) would be better than one that's stuck on a big table.","If you mean that people would asked robots with voices to explain things instead of reading about them themselves... my answer is maybe. I'm sure those will exist--the kind of do already, with Siri or Alexa, but in my experience those types of programs are less helpful than manually looking on a topic on your own and reading about it (or watching a video) to learn about something at your own pace, in a way that works best for you. It's much easier to go back if you clicked the wrong link than to wait for the robot to finish its explanation if it's talking about the wrong topic; a screen also shows you multiple options at a time, but a screenless robot can only talk about one thing from one source.",Probably not,,,,,,,,,,,25,Male,University - Bachelors Degree,Moderately,Extremely,Yes,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,6650b007f34c780768bdf441,1
2/12/2025 22:53,2/12/2025 23:19,IP Address,86.3.96.47,100,1571,True,2/12/2025 23:19,R_8THGToN58NR6pBU,,,,,51.3298,0.5773,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Probably not,The robot is too fast for a learner. Though it depends on the students' age bracket. ,It should start with a simple and comprehensive move. ,"Yes, If there's an improvement over time. ",Definitely yes,,,,,,34,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Extremely,Moderately,Yes,Extremely,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,6765b2bb823e9b89197dfd6b,2
2/12/2025 23:03,2/12/2025 23:19,IP Address,86.21.105.170,100,1018,True,2/12/2025 23:20,R_2v9dL1JWW9jNpfd,,,,,52.9029,-1.5046,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,Yes,Probably yes,"Robots are becoming increasingly sophisticated due to advancements in mechanical design, electronics, sensors, and AI.  the robot above shows an increase in efficiency, improved quality, enhanced safety, and new possibilities. However, concerns exist regarding job displacement, ethical implications, cost, reliability, and safety.  ","To ensure responsible robot usage, focus on human-robot collaboration, prioritize ethical guidelines and accountability, rigorously test and establish safety protocols, invest in relevant education and training, and encourage ongoing research and innovation.","Using robots to teach technical subjects like computer vision offers exciting potential.  Hands-on learning with robots could be more engaging and effective than screen-based methods, bridging theory and real-world applications. However, challenges include cost, complex software development, curriculum integration, accessibility, maintenance, and scalability.  While promising, widespread adoption requires addressing these hurdles.",Neutral,,,,,,,,,,,23,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Extremely,Extremely,No,Very,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,676d7134ab51a08f2da51251,1
2/12/2025 23:13,2/12/2025 23:20,IP Address,31.94.60.190,100,378,True,2/12/2025 23:20,R_87n6wN1iUhp00lb,,,,,51.3951,0.1724,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Probably yes,It’s good technology only drawbacks are lack of jobs for humans if we replace them with human jobs ,No it’s already perfect ,Not sure but scientists are working hardly to improve the quality of robots ,Probably not,,,,,,,,,,,36,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Slightly,No,Slightly,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,603ed5d8d98e95fc0e0a67a9,1
2/12/2025 22:55,2/12/2025 23:20,IP Address,82.36.39.251,100,1545,True,2/12/2025 23:20,R_81ARCNDoP9ZBn0b,,,,,51.4114,-0.2195,anonymous,EN,0.800000011920929,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,Probably not,"quite good, looks authentic and moves well, with a sound that's relatable","right now, i have no recommendation. ",yes possibly.it explains how it works which is a question lot of people have already and with the above vidieo it does that quite well,Probably yes,,,,,,,,,,,29,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,na,663672e8441b795aef8f240b,1
2/12/2025 23:14,2/12/2025 23:20,IP Address,67.189.120.120,100,368,True,2/12/2025 23:20,R_5lgluSIp8OToJsB,,,,,45.4407,-122.7792,anonymous,EN,0.899999976158142,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,Probably not,"It looks like it does a great job explaining and showing how it functions, but the language could be too complex for students to understand.",I would just try to simplify the descriptions of robot uses,I am not sure if it would replace existing methods but it may be a larger alternative than it is now.,Definitely yes,,,,,,,,,,,38,Male,Secondary,Moderately,Very,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,581d50e882c5aa000132ce4f,1
2/12/2025 23:12,2/12/2025 23:21,IP Address,99.247.174.253,100,501,True,2/12/2025 23:21,R_195niq2qeiLu6kc,,,,,43.8503,-79.5128,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Definitely yes,I like how the robot is showing the actual placement were its going to move.,nothing seems pretty smart ,i think so cause of how advance this robot is  it can help teach newcomers on how to adept to new technology.,Neutral,,,,,,,,,,,39,Male,Secondary,Moderately,Not at all,No,Not at all,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,its a very interesting to see  the advancement of robots and technology ,6466249c27b5e4161f763c32,1
2/12/2025 23:12,2/12/2025 23:21,IP Address,115.188.137.150,100,557,True,2/12/2025 23:21,R_4NvNuKocRkisW9K,,,,,-36.8565,174.7516,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely yes,The size is a bit jarring but the movements seem precise. The sound could also be annoying after a while especially in a quiet environment. ,Maybe make it smaller and improve the design. ,"I think it provides a more interactive way of learning, people would be more engaged and more likely to learn with a hands on experience than a screen. Cost might be a factor as it is most likely expensive compared to a tablet or computer. ",Probably yes,,,,,,36,Male,Some University but no degree,Extremely,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,562b02d19e2b900005006dce,2
2/12/2025 22:59,2/12/2025 23:22,IP Address,195.112.52.22,100,1348,True,2/12/2025 23:22,R_8pYwwfRWbjRwqGp,,,,,51.4991,-0.5545,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,,,,,,Definitely yes,Don't know much about robots but it looks very receptive and capable and l believe it can perform all the functions they are intended for. It can also perform some complex problem solving and cognitive activities.,Not much but l believe it can be improved  aesthetically and make it more pleasing to the eye.,"Not really in my opinion, but they can perform some entertainment and also complement humans. Screen  based form of entertainment can provide a variety of entertainment as compared to robots which can only a few.",Neutral,36,Male,University - Bachelors Degree,Very,Moderately,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,n/a,67ac7d299f836fc2677cb2b0,3
2/12/2025 23:13,2/12/2025 23:22,IP Address,88.97.160.154,100,583,True,2/12/2025 23:22,R_2rwhsAswKMjLcmk,,,,,53.6348,-2.1696,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,Yes,,,,,,,,,,,Definitely yes,I think this is pronoun. I would love to play against this horrible.,Maybe change the colour of it,"Yes , they will take over lots of jobs and they will be hopeless and Holmes",Definitely yes,36,Female,Vocational or Similar,Extremely,Extremely,No,Extremely,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,,6658b30b8d0e10079cbc172a,3
2/12/2025 23:09,2/12/2025 23:23,IP Address,142.179.46.50,100,870,True,2/12/2025 23:23,R_1efVMveFQleVFiq,,,,,50.0745,-125.5921,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Definitely yes,I'm amazed at how precise the movements are! ,"From an esthetic perspective, it looks rather ""clinical"" and unfriendly. I think if it's to be used in an educational setting, it could look more toy-like (lit-up screen with eyes and a moving mouth when it speaks).","Yes, I do think this will be a replacement in some capacity. I believe this more ""hands-on"" approach serves to help many students learn more effectively. I believe the cost will be a huge barrier to the full replacement of screen-based learning, however. ",Probably not,,,,,,40,Female,Some University but no degree,Not at all,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,5fb45df6ce203a13f34ac0af,2
2/12/2025 23:08,2/12/2025 23:24,IP Address,86.176.220.85,100,920,True,2/12/2025 23:24,R_2TC9gdJ2EQ5oNBU,,,,,53.5012,-2.4112,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Definitely not,the robot has technical quality because it is able to move pieces,make it less annoying,"no, because anything this robot can do can be achieved by playing chess with a computer online",Definitely not,28,I prefer not to respond,I prefer not to respond,I prefer not to respond,Extremely,No,I prefer not to respond,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,,6018851ceec02b15576038a1,3
2/12/2025 23:20,2/12/2025 23:24,IP Address,92.236.72.70,100,235,True,2/12/2025 23:24,R_2g2BqCEHtiZ3L79,,,,,56.48,-3.0853,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Probably not,It's very fluid and the movement is excellent,Robot could be smaller it seems too big,No don't think so the human aspect is missing,Neutral,44,Female,Secondary,Slightly,Moderately,No,Not at all,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,674a488fe640fba145d7171b,3
2/12/2025 23:15,2/12/2025 23:25,IP Address,142.181.54.20,100,605,True,2/12/2025 23:25,R_3effLHLpIa8DsS6,,,,,43.7987,-79.4816,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely yes,The robot's precision is impressive and it explains things very well. I think that everything can now be replaced with artificial intelligence. I don't see anything negative in the robot,It may be a little smaller and wireless so that it can be used or given chess classes in different places.,"Of course, technology has come to replace computers, cell phones and even people.",Definitely yes,,,,,,33,Female,University - Bachelors Degree,Very,Moderately,No,Moderately,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,"I loved it. I'm a fan of technology, I'm always updating myself so that it stops being functional in a few years.",67acd8ec142c504dfd55913c,2
2/12/2025 23:09,2/12/2025 23:25,IP Address,166.205.58.42,100,962,True,2/12/2025 23:25,R_1wJBwGZVotQpKDf,,,,,29.9813,-90.1663,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Definitely yes,The technical quality looked slightly dated,Improve the look and sound of the robot.,No. People are to lazy. They like the passive forms of entertainment to much. ,Probably not,46,Male,Vocational or Similar,Very,Very,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,5d584a10a0c0940001a46efd,3
